,dominant_emotion,emotionFolder,imageName,emotion.angry,emotion.disgust,emotion.fear,emotion.happy,emotion.sad,emotion.surprise,emotion.neutral,region.x,region.y,region.w,region.h
0,happy,fear,S046_003_00000016.png,0.12440189762201295,2.6212647838176133e-05,0.6611968319086332,54.02365648887494,0.09562351030288697,0.618656901264602,44.47644021966697,196,114,230,230
0,neutral,neutral,S095_005_00000001.png,1.3355323113501072,0.00011650550959529937,10.925102978944778,0.4241259768605232,26.771298050880432,0.11042661499232054,60.43339967727661,165,38,304,304
0,sad,neutral,S073_005_00000001.png,9.552070992871927e-05,1.3634203168491017e-19,45.82079624061562,4.596836220280616e-12,54.1278692560118,1.3903258040876534e-06,0.0512426400366509,154,86,304,304
0,sad,neutral,S106_001_00000001.png,2.848682925105095,8.151745305440272e-05,0.3475027857348323,0.13360182056203485,60.89576482772827,0.008383658860111609,35.76598763465881,150,59,309,309
0,neutral,neutral,S138_001_00000001.png,0.19497168250381947,4.7193537966450094e-05,0.5735673010349274,1.8393615260720253,1.1935526505112648,0.01039388807839714,96.18810415267944,167,71,283,283
0,fear,neutral,S095_002_00000001.png,4.373007289615316e-07,2.7979933519231685e-18,66.87592267990112,4.807207520940437e-07,10.55804044008255,3.9973093635126133e-05,22.565996646881104,169,58,312,312
0,neutral,angry,S011_004_00000021.png,0.6905588787049055,6.227866665301299e-12,2.0113391801714897,1.6804245772661375e-07,46.75414562225342,2.5912819439976925e-13,50.54395794868469,236,105,325,325
0,angry,angry,S034_003_00000027.png,77.37259268760681,0.004645670196623541,0.5199545994400978,5.635428479422444e-06,20.42182683944702,0.00017876327547128312,1.680796593427658,186,139,227,227
0,sad,angry,S134_003_00000011.png,10.007936507463455,0.0007579569228255423,0.6225643213838339,0.038543803384527564,49.97166693210602,0.0004192371761746472,39.35811221599579,187,86,259,259
0,angry,angry,S089_003_00000036.png,46.17277979850769,0.002757123365881853,2.618633583188057,6.045568312629257e-06,42.97593533992767,0.0004092130438948516,8.229481428861618,143,85,278,278
0,neutral,angry,S130_007_00000020.png,6.425460857828469e-09,1.792211127768506e-11,0.518077053129673,8.093934411590453e-05,0.0010998342986567877,0.0019252211131970398,99.47881698608398,137,111,296,296
0,happy,pain,f123738bc2394871a99e634dfe12ab9c.png,0.0325836056939799,4.508786801352199e-12,0.0005724297239019092,99.95370506964356,0.0018318657749233857,2.4667647174163834e-08,0.01130874146941067,173,116,236,236
0,angry,disgust,download (1).jpg,71.89340591430664,25.031915307044983,2.880430407822132,0.0001956540245373617,0.11270649265497923,0.08028415613807738,0.0010681394087441731,109,44,63,63
0,disgust,disgust,images (1).jpg,15.993771373483106,42.60499389231132,35.30104879153357,0.2627445930906645,4.428752294630086,1.39366013779165,0.015036439045485293,76,24,90,90
0,surprise,disgust,images (29).jpg,2.0150214830039204e-09,5.566417906266585e-22,0.0002374514906477998,2.7691885243208425e-09,2.0670646455351466e-12,99.9997615814209,4.3207616445524304e-17,115,28,72,72
0,fear,disgust,download (14).jpg,0.8984004147350788,0.004092801827937365,81.59732222557068,14.837120473384857,0.3936611581593752,0.2454170025885105,2.023988589644432,119,24,56,56
