,dominant_emotion,emotionFolder,imageName,emotion.angry,emotion.disgust,emotion.fear,emotion.happy,emotion.sad,emotion.surprise,emotion.neutral,region.x,region.y,region.w,region.h
0,sad,fear,S068_004_00000010.png,0.04435586160980165,8.160075948282497e-08,0.08193827816285193,0.038322366890497506,98.2982337474823,7.170051503635477e-05,1.5370813198387623,36,63,111,111
0,surprise,fear,S050_001_00000017.png,0.5147939082235098,9.140379830796519e-06,16.856257617473602,28.216519951820374,0.35025367978960276,41.105467081069946,12.95669674873352,96,50,99,99
0,surprise,surprise,S089_001_00000016.png,4.1628966940265855e-08,3.2123637174346655e-14,0.0003678792381833773,2.7895798531915074e-12,0.00038327116271830164,99.99924898147583,2.0768044402263985e-11,44,32,109,109
0,surprise,surprise,S055_001_00000012.png,3.0399683828173305e-12,1.5791218844743954e-24,3.9244810068339575e-05,3.651127664094922e-09,8.4054143737096305e-19,99.99996423721313,2.5395176661222007e-24,70,55,117,117
0,surprise,surprise,S082_001_00000015.png,0.0016237544572635417,8.106922194924894e-06,0.06896429524171623,8.990646701214266e-05,9.785568850072233e-06,99.92930292661804,1.0888895989983495e-08,57,31,116,116
0,surprise,surprise,S037_001_00000020.png,0.00892200114321895,6.935100410609962e-09,17.868298292160034,7.697342994106293e-05,32.51449763774872,35.144418478012085,14.463786780834198,79,56,94,94
0,surprise,surprise,S102_002_00000018.png,9.020776587931323e-05,8.742413910856062e-10,0.10711075738072395,0.0002788587153190747,0.00017048354266080423,99.89234805107117,3.1322797133803704e-08,57,18,106,106
0,surprise,surprise,S127_001_00000017.png,1.518024594915346e-09,2.538888201575853e-17,1.1410975275794044e-05,2.36920604120526e-12,9.417695512325963e-08,99.99998807907104,1.1289194240512231e-14,56,55,108,108
0,surprise,surprise,S042_001_00000019.png,2.6872820891310027,4.116472031025397e-06,6.3880663447419614,6.772254272460901e-05,8.233660205224764,82.12948931035336,0.561434902187282,76,73,81,81
0,surprise,surprise,S068_003_00000014.png,1.1228030727394867e-07,2.88379880019134e-20,0.0008104148946586065,1.2621660161471482e-06,2.4168176140926256e-09,99.99918937683105,9.6098851098958e-09,35,59,111,111
0,sad,neutral,S095_005_00000001.png,13.323084314053316,0.0004860185361864849,26.790703939837453,0.1530818848844996,58.5959409830535,0.6762265165136169,0.46047515186519333,49,24,124,124
0,neutral,neutral,S073_005_00000001.png,0.031086363014765084,2.166682115231004e-13,0.07126519922167063,3.2004576072663937e-09,43.07088553905487,5.2463509092604e-07,56.82676434516907,50,50,115,115
0,neutral,neutral,S106_001_00000001.png,0.11722384952008724,1.6849456585532607e-05,1.1295266449451447,0.07646065787412226,6.546232104301453,0.0011538185390236322,92.129385471344,44,33,124,124
0,sad,neutral,S138_001_00000001.png,2.230895683169365,1.059934930935924e-05,0.9997236542403698,7.724932515884575e-06,80.97124695777893,2.2076859451658493e-06,15.798112750053406,54,40,109,109
0,sad,neutral,S095_002_00000001.png,9.803522962541757,3.054797059757384e-05,7.56342977663456,0.06636226712463898,80.87028150977382,0.07352901595258808,1.6228460742739483,54,35,120,120
0,neutral,neutral,S073_002_00000001.png,0.0001833675014495384,2.8354442384998424e-16,0.0008282731869257987,4.221749360690252e-11,3.129443898797035,4.261906799696291e-09,96.86954617500305,48,50,116,116
0,neutral,neutral,S138_006_00000001.png,7.454917436251946,0.0006345731133708185,0.938997305751168,0.030124390515571472,32.74074700585043,0.000978166983067874,58.83359803752923,55,44,110,110
0,neutral,neutral,S106_006_00000001.png,0.7041440811008215,7.573780749225989e-05,1.6737528145313263,0.2920810831710696,6.5469540655612946,0.22369276266545057,90.55929780006409,44,32,123,123
0,sad,angry,S011_004_00000021.png,0.024764897534623742,1.1150909568543449e-11,38.17480206489563,3.4448902064276865e-08,54.21220660209656,4.824392621505247e-10,7.588229328393936,78,59,122,122
0,sad,angry,S034_003_00000027.png,38.75977098941803,0.0020784593289135955,0.5978791508823633,7.877318242144327e-08,60.45008897781372,7.859496520268294e-06,0.19018189050257206,60,70,88,88
0,neutral,angry,S134_003_00000011.png,7.42914006114006,0.0066946369770448655,3.683406487107277,0.017368915723636746,43.07704269886017,0.0018210295820608735,45.78452706336975,57,44,106,106
0,sad,angry,S089_003_00000036.png,3.019363073186508,1.9341798077821265e-08,0.06724911289486434,9.37970145205272e-09,96.39139814479373,8.221640165571152e-08,0.5219826783856537,44,46,111,111
0,neutral,angry,S130_007_00000020.png,2.340787462890148,4.898047745172107e-07,0.5089107900857925,0.050113676115870476,38.928407430648804,0.014999866834841669,58.156782388687134,42,61,116,116
0,sad,angry,S113_008_00000023.png,21.01512527555974,4.831987045389817e-05,2.680886696629923,2.0766595015706634e-06,68.60988549052986,5.312545316121914e-05,7.694002699494523,45,39,120,120
0,fear,angry,S127_010_00000018.png,34.08391773700714,0.6153037305921316,35.02812087535858,0.005069279359304346,25.819379091262817,0.32524242997169495,4.122970253229141,58,67,107,107
0,neutral,angry,S506_001_00000040.png,3.363790363073349,0.0015027452718641143,7.537231594324112,0.0684073893353343,26.174524426460266,0.2315495628863573,62.62299418449402,40,55,126,126
0,sad,pain,f123738bc2394871a99e634dfe12ab9c.png,21.04152739048004,0.021422198915388435,1.5752369537949562,0.016128018614836037,71.36557102203369,0.0007280605586856836,5.97938597202301,56,56,101,101
0,happy,pain,5b85b3a7259946479f3c64a0c2bfc4bc.png,3.1429072677724434e-07,3.240439423228163e-27,2.764448083780735e-05,99.99997615814209,3.2615197653740324e-06,8.053002709118573e-11,6.299769733653093e-09,57,39,107,107
0,happy,pain,26f269e853bb45bd9d789a2cbc0faec0.png,8.336941732522973e-05,7.626190370011641e-21,1.3360793027494822e-08,99.99991655349731,2.163977683026022e-11,4.686230070660713e-07,7.833556914249584e-07,83,60,59,59
0,happy,pain,1784d82dc9d54cd899f83a3054d804e3.png,0.00035383880003792,1.3607728277520437e-07,1.5259816166235396e-05,99.56545829772949,0.00037204797536105616,0.00010438468507345533,0.4336984362453222,69,48,79,79
0,neutral,pain,9640097b390a4a5d8fce7d719bf10757.png,6.406203657388687,7.777393307151215e-06,19.114720821380615,1.567892979892349e-05,29.163765907287598,2.227647541985789e-05,45.31526565551758,69,102,88,88
0,sad,pain,fc9c70411d0c4b13b2eba7603eff0111.png,2.4740844577005183,0.005154113694316034,0.09735909987332522,0.7032045116695471,86.49464169112693,7.398548703914719e-06,10.225546224447859,69,60,87,87
0,fear,disgust,download (1).jpg,0.9266089268987732,0.14342494232505215,95.79995845556012,0.0067440913353318775,2.3708426875378303,0.588175689469319,0.16425443860914937,83,59,61,61
0,fear,disgust,images (1).jpg,33.05249512195587,22.09082394838333,34.650951623916626,0.20278524607419968,6.295198202133179,3.6169059574604034,0.09083731565624475,71,27,89,89
0,surprise,disgust,images (29).jpg,0.0008562486982555129,0.0002725280637605465,47.29684293270111,0.007472177821910009,0.04188181192148477,52.652013301849365,0.0006592440513486508,82,47,62,62
0,fear,disgust,images (33).jpg,21.293523907661438,0.42646387591958046,60.99926829338074,0.08656731224618852,7.887764275074005,1.3923056423664093,7.914105802774429,37,48,105,105
0,fear,disgust,images (24).jpg,0.16388498479500413,6.26109316945076,88.37867975234985,0.0148653460200876,5.172218382358551,0.004329801595304161,0.004939415521221235,14,26,125,125
